'blueberries' buckshot | nswc seal,1.2566
sticker | sk gaming (foil) | cologne 2016,14.317
sticker | sk gaming (holo) | atlanta 2017,48.307
sticker | sk gaming (holo) | boston 2018,5.3972
sticker | sk gaming (holo) | cologne 2016,15.4191
sticker | sk gaming (holo) | krakow 2017,5.5002
sticker | sk gaming | atlanta 2017,2.5338
sticker | sk gaming | boston 2018,2.0909
sticker | sk gaming | cologne 2016,2.3072
sticker | sk gaming | krakow 2017,1.5553
sticker | spunj | cologne 2015,5.1397
sticker | styko | boston 2018,0.5562
sticker | styko | london 2018,0.1854
sticker | salute!,0.0721
sticker | scavenger,0.2781
sticker | scavenger (holo),0.8343
sticker | scream (foil) | boston 2018,40.3348
sticker | scream (foil) | cologne 2015,20.0644
sticker | scream | atlanta 2017,8.6211
sticker | scream | boston 2018,9.7541
sticker | scream | cluj-napoca 2015,8.5181
sticker | scream | cologne 2015,6.386
sticker | seeing red,0.0206
sticker | seeing red (foil),0.515
sticker | seek & destroy,0.3914
sticker | separate pixels,0.0824
sticker | shahzam (foil) | berlin 2019,0.103
sticker | shahzam (foil) | katowice 2019,0.3708
sticker | shahzam (gold) | berlin 2019,5.9843
sticker | shahzam | berlin 2019,0.0206
sticker | shahzam | boston 2018,0.618
sticker | shahzam | katowice 2019,0.103
sticker | shaolin,0.1854
sticker | sharks esports (holo) | stockholm 2021,0.1442
sticker | sharks esports | stockholm 2021,0.0206
sticker | shattered web,0.0721
sticker | shave master,0.4841
sticker | sherry,0.5356
sticker | sherry (holo),3.5947
sticker | shooting star return,0.9373
sticker | sick (foil) | berlin 2019,0.1236
sticker | sick (gold) | berlin 2019,6.4993
sticker | sick | berlin 2019,0.0206
sticker | sick | london 2018,0.1854
sticker | sico | berlin 2019,0.0309
sticker | silent ninja,0.1236
sticker | silent ninja (foil),1.0609
sticker | silver,0.3502
sticker | silver (foil),2.5338
sticker | skadoodle (foil) | boston 2018,9.991
sticker | skadoodle (foil) | krakow 2017,17.9529
sticker | skadoodle (foil) | london 2018,2.5853
sticker | skadoodle | boston 2018,1.7716
sticker | skadoodle | cologne 2015,5.7474
sticker | skadoodle | krakow 2017,1.545
sticker | skadoodle | london 2018,0.6592
sticker | skull lil boney,0.7622
sticker | skull troop,0.0824
sticker | skulltorgeist,0.8961
sticker | small arms,0.4326
sticker | small arms (holo),1.8334
sticker | smithzz (foil) | london 2018,0.7828
sticker | smithzz | atlanta 2017,1.2772
sticker | smithzz | cluj-napoca 2015,1.8746
sticker | smithzz | cologne 2015,3.0385
sticker | smithzz | cologne 2016,1.8643
sticker | smithzz | london 2018,0.1648
sticker | snappi | london 2018,0.2369
sticker | snax (foil) | krakow 2017,8.1576
sticker | snax (foil) | london 2018,1.1433
sticker | snax | atlanta 2017,1.9982
sticker | snax | boston 2018,1.0609
sticker | snax | cluj-napoca 2015,1.6995
sticker | snax | cologne 2015,2.06
sticker | snax | krakow 2017,1.2669
sticker | snax | london 2018,0.8034
sticker | snax | mlg columbus 2016,1.1639
sticker | sneaky beaky like,0.309
sticker | space marine,0.2678
sticker | space marine (holo),1.0712
sticker | space soldiers (holo) | boston 2018,3.8831
sticker | space soldiers (holo) | london 2018,2.6574
sticker | space soldiers | boston 2018,1.133
sticker | space soldiers | london 2018,0.7519
sticker | spartan,0.206
sticker | speedy t,0.1854
sticker | sphinx,0.3811
sticker | sphinx (holo),1.133
sticker | spiidi (foil) | boston 2018,2.5544
sticker | spiidi | boston 2018,0.7004
sticker | spiidi | cologne 2015,1.3699
sticker | splyce (foil) | mlg columbus 2016,12.0098
sticker | splyce (holo) | mlg columbus 2016,5.9328
sticker | splyce | mlg columbus 2016,1.3905
sticker | sprout esports (holo) | boston 2018,10.2279
sticker | sprout esports | boston 2018,4.7277
sticker | stalking prey,0.0309
sticker | stan,0.3811
sticker | stan (holo),2.2866
sticker | starladder (foil) | berlin 2019,0.6592
sticker | starladder (holo) | berlin 2019,0.206
sticker | starladder | berlin 2019,0.1545
sticker | stay frosty,0.9476
sticker | stewie2k (foil) | boston 2018,16.8199
sticker | stewie2k (foil) | katowice 2019,1.8128
sticker | stewie2k (foil) | krakow 2017,18.6121
sticker | stewie2k (foil) | london 2018,3.7389
sticker | stewie2k (gold) | berlin 2019,16.0577
sticker | stewie2k | berlin 2019,0.0824
sticker | stewie2k | boston 2018,3.0797
sticker | stewie2k | katowice 2019,0.3502
sticker | stewie2k | krakow 2017,2.4823
sticker | stewie2k | london 2018,0.8343
sticker | stewie2k | mlg columbus 2016,9.1052
sticker | sticker bomb surf ava (foil),0.4532
sticker | sticker bomb surf k (foil),0.4017
sticker | stone scales,0.0309
sticker | stone scales (foil),0.3811
sticker | stupid banana (foil),11.9789
sticker | summer (foil) | berlin 2019,0.6386
sticker | summer (foil) | katowice 2019,1.2669
sticker | summer | berlin 2019,0.1545
sticker | summer | boston 2018,6.1079
sticker | summer | katowice 2019,0.1648
sticker | sunset ocean tentaskull,0.0206
sticker | support,0.6077
sticker | supreme master first class,0.1339
sticker | supreme master first class (holo),2.3278
sticker | surf's up,0.206
sticker | swag (foil),87.0762
sticker | syman gaming (foil) | berlin 2019,2.2866
sticker | syman gaming (holo) | berlin 2019,0.1751
sticker | syman gaming | berlin 2019,0.206
sticker | t on cat,0.9991
sticker | t-rekt,0.9991
sticker | taco (foil) | berlin 2019,0.2369
sticker | taco (foil) | boston 2018,2.1424
sticker | taco (foil) | katowice 2019,0.7622
sticker | taco (foil) | london 2018,1.5141
sticker | taco (gold) | berlin 2019,10.7017
sticker | taco | atlanta 2017,1.4626
sticker | taco | berlin 2019,0.0412
sticker | taco | boston 2018,0.8137
sticker | taco | cologne 2016,1.2154
sticker | taco | katowice 2019,0.1648
sticker | taco | krakow 2017,0.515
sticker | taco | london 2018,0.5459
sticker | taco | mlg columbus 2016,1.5141
sticker | tsm kinguin (holo) | katowice 2015,61.6455
sticker | tsm kinguin | katowice 2015,4.8101
sticker | taz (foil) | boston 2018,0.8343
sticker | taz (foil) | krakow 2017,5.0676
sticker | taz | atlanta 2017,0.8343
sticker | taz | boston 2018,0.3914
sticker | taz | cluj-napoca 2015,0.7416
sticker | taz | cologne 2015,0.8652
sticker | taz | krakow 2017,0.618
sticker | tamara,0.721
sticker | tamara (holo),4.8101
sticker | teses (gold) | stockholm 2021,2.8428
sticker | teses (holo) | stockholm 2021,0.0618
sticker | teses | stockholm 2021,0.0206
sticker | team dignitas (foil) | cluj-napoca 2015,26.8727
sticker | team dignitas (holo) | cologne 2014,498.5612
sticker | team dignitas (holo) | cologne 2016,29.1696
sticker | team dignitas (holo) | dreamhack 2014,113.7944
sticker | team dignitas | cluj-napoca 2015,8.0134
sticker | team dignitas | cologne 2014,17.8911
sticker | team dignitas | cologne 2016,9.991
sticker | team dignitas | dreamhack 2014,20.0953
sticker | team envyus (foil) | cluj-napoca 2015,8.6623
sticker | team envyus (foil) | cologne 2015,6.9113
sticker | team envyus (foil) | cologne 2016,10.3927
sticker | team envyus (holo) | atlanta 2017,21.321
sticker | team envyus (holo) | boston 2018,6.283
sticker | team envyus (holo) | cologne 2016,5.6959
sticker | team envyus (holo) | katowice 2015,62.7682
sticker | team envyus (holo) | mlg columbus 2016,4.5114
sticker | team envyus | atlanta 2017,2.1218
sticker | team envyus | boston 2018,1.9982
sticker | team envyus | cluj-napoca 2015,1.442
sticker | team envyus | cologne 2015,1.545
sticker | team envyus | cologne 2016,2.2248
sticker | team envyus | katowice 2015,6.6744
sticker | team envyus | mlg columbus 2016,1.7716
sticker | team immunity (foil) | cologne 2015,9.6305
sticker | team immunity | cologne 2015,2.5338
sticker | team kinguin (foil) | cologne 2015,8.7344
sticker | team kinguin | cologne 2015,0.9785
sticker | team ldlc.com (holo) | cologne 2014,73.9849
sticker | team ldlc.com | cologne 2014,9.2288
sticker | team ldlc.com | dreamhack 2014,18.9108
sticker | team liquid (foil) | berlin 2019,1.4729
sticker | team liquid (foil) | katowice 2019,9.8159
sticker | team liquid (foil) | london 2018,11.9171
sticker | team liquid (foil) | mlg columbus 2016,25.3071
sticker | team liquid (gold) | stockholm 2021,5.9637
sticker | team liquid (holo) | atlanta 2017,39.6344
sticker | team liquid (holo) | berlin 2019,0.2678
sticker | team liquid (holo) | boston 2018,19.6112
sticker | team liquid (holo) | cologne 2016,16.9435
sticker | team liquid (holo) | katowice 2019,4.944
sticker | team liquid (holo) | london 2018,4.1612
sticker | team liquid (holo) | mlg columbus 2016,14.42
sticker | team liquid (holo) | stockholm 2021,0.4429
sticker | team liquid | atlanta 2017,5.6547
sticker | team liquid | berlin 2019,0.1339
sticker | team liquid | boston 2018,3.3887
sticker | team liquid | cluj-napoca 2015,2.5853
sticker | team liquid | cologne 2016,3.3681
sticker | team liquid | katowice 2019,1.1742
sticker | team liquid | london 2018,0.3296
sticker | team liquid | mlg columbus 2016,3.3681
sticker | team liquid | stockholm 2021,0.0206
sticker | team solomid (foil) | cologne 2015,5.8298
sticker | team solomid | cluj-napoca 2015,0.6489
sticker | team solomid | cologne 2015,1.03
sticker | team spirit (foil) | katowice 2019,10.9386
sticker | team spirit (foil) | london 2018,7.1379
sticker | team spirit (foil) | stockholm 2021,0.4017
sticker | team spirit (gold) | stockholm 2021,7.7559
sticker | team spirit (holo) | katowice 2019,4.3466
sticker | team spirit (holo) | london 2018,3.3269
sticker | team spirit (holo) | stockholm 2021,0.618
sticker | team spirit | katowice 2019,2.0497
sticker | team spirit | london 2018,1.0506
sticker | team spirit | stockholm 2021,0.0309
sticker | team ebettle (foil) | cologne 2015,2.6368
sticker | team ebettle | cologne 2015,1.3905
sticker | teamwork (holo),2.5956
sticker | temperance,0.0309
sticker | terror rice,0.1339
sticker | terrorist-tech,0.0412
sticker | terrorized,0.9888
sticker | the 'nader,0.2369
sticker | the awper,1.4317
sticker | the baiter,0.5562
sticker | the bomber,0.1854
sticker | the bot,0.8137
sticker | the fragger,1.3184
sticker | the guru,0.1751
sticker | the leader,0.4429
sticker | the lurker,0.7313
sticker | the ninja,1.0609
sticker | the pro (foil),6.5405
sticker | the samurai,0.1236
sticker | the spartan,0.1648
sticker | this is fine (ct),0.1339
sticker | thug life,0.9579
sticker | till death do us part,1.1433
sticker | titan (foil) | cluj-napoca 2015,84.7999
sticker | titan (foil) | cologne 2015,63.7261
sticker | titan (holo) | cologne 2014,110.7044
sticker | titan (holo) | katowice 2015,776.105
sticker | titan | cluj-napoca 2015,13.3591
sticker | titan | cologne 2014,24.6582
sticker | titan | cologne 2015,18.3546
sticker | titan | katowice 2015,43.9501
sticker | to b or not to b,0.2163
sticker | too late,0.0721
sticker | too old for this,0.1339
sticker | tornado chaos (foil),6.5508
sticker | toxic,0.824
sticker | toxic (foil),6.4993
sticker | toxic flow (holo),0.7622
sticker | toxic tentaskull,0.0412
sticker | toxic wave rider,0.0206
sticker | toy tiger,0.4738
sticker | trick or threat,0.8652
sticker | trick or treat,0.8652
sticker | twin koi,0.2266
sticker | twin koi (holo),0.8549
sticker | twistzz (foil) | berlin 2019,1.9776
sticker | twistzz (foil) | katowice 2019,3.914
sticker | twistzz (foil) | london 2018,23.5767
sticker | twistzz (gold) | berlin 2019,35.1436
sticker | twistzz | berlin 2019,0.1854
sticker | twistzz | boston 2018,14.4612
sticker | twistzz | katowice 2019,0.5356
sticker | twistzz | london 2018,3.5329
sticker | tyloo (foil) | berlin 2019,2.8222
sticker | tyloo (foil) | katowice 2019,9.682
sticker | tyloo (foil) | london 2018,12.3394
sticker | tyloo (foil) | stockholm 2021,1.0403
sticker | tyloo (gold) | stockholm 2021,18.5812
sticker | tyloo (holo) | berlin 2019,0.4635
sticker | tyloo (holo) | katowice 2019,6.8495
sticker | tyloo (holo) | london 2018,5.0264
sticker | tyloo | berlin 2019,0.2163
sticker | tyloo | boston 2018,2.8531
sticker | tyloo | katowice 2019,0.5459
sticker | tyloo | london 2018,0.4738
sticker | tyloo | stockholm 2021,0.0309
sticker | tyranids hive tyrant (holo),1.133
sticker | tyranids ravener,0.3811
sticker | ustilo (foil) | london 2018,0.4635
sticker | ustilo | london 2018,0.1133
sticker | ultraviolet poison frog (foil),0.7828
sticker | unicorn,1.133
sticker | unicorn (holo),4.5629
sticker | vini (foil) | berlin 2019,0.2884
sticker | vini (foil) | katowice 2019,0.6695
sticker | vini (gold) | stockholm 2021,4.017
sticker | vini (holo) | stockholm 2021,0.1545
sticker | vini | berlin 2019,0.0721
sticker | vini | katowice 2019,0.0824
sticker | vini | stockholm 2021,0.0206
sticker | vega squadron (foil) | boston 2018,7.4366
sticker | vega squadron (holo) | katowice 2019,1.6583
sticker | vega squadron (holo) | krakow 2017,3.7492
sticker | vega squadron (holo) | london 2018,2.6265
sticker | vega squadron | boston 2018,0.8446
sticker | vega squadron | katowice 2019,0.7828
sticker | vega squadron | krakow 2017,0.5871
sticker | vega squadron | london 2018,0.4429
sticker | vexed gaming | cluj-napoca 2015,1.6892
sticker | vici gaming (foil) | katowice 2019,7.9619
sticker | vici gaming (holo) | katowice 2019,3.7904
sticker | vici gaming | katowice 2019,0.9373
sticker | viggo,0.4017
sticker | viggo (holo),2.3484
sticker | vigilance,0.309
sticker | virtus.pro (foil) | cluj-napoca 2015,5.8092
sticker | virtus.pro (foil) | cologne 2015,5.5414
sticker | virtus.pro (foil) | cologne 2016,10.2485
sticker | virtus.pro (foil) | dreamhack 2014,34.9479
sticker | virtus.pro (foil) | mlg columbus 2016,10.1352
sticker | virtus.pro (foil) | stockholm 2021,0.6592
sticker | virtus.pro (gold) | stockholm 2021,4.9955
sticker | virtus.pro (holo) | atlanta 2017,25.9457
sticker | virtus.pro (holo) | boston 2018,8.6417
sticker | virtus.pro (holo) | cologne 2014,18.0559
sticker | virtus.pro (holo) | cologne 2016,6.9216
sticker | virtus.pro (holo) | dreamhack 2014,70.1327
sticker | virtus.pro (holo) | krakow 2017,5.9431
sticker | virtus.pro (holo) | london 2018,3.605
sticker | virtus.pro (holo) | mlg columbus 2016,4.8616
sticker | virtus.pro (holo) | stockholm 2021,0.7416
sticker | virtus.pro | atlanta 2017,2.9973
sticker | virtus.pro | boston 2018,1.8231
sticker | virtus.pro | cluj-napoca 2015,1.2051
sticker | virtus.pro | cologne 2014,3.4917
sticker | virtus.pro | cologne 2015,1.6583
sticker | virtus.pro | cologne 2016,2.575
sticker | virtus.pro | dreamhack 2014,11.0519
sticker | virtus.pro | krakow 2017,0.9991
sticker | virtus.pro | london 2018,1.2463
sticker | virtus.pro | mlg columbus 2016,1.6377
sticker | virtus.pro | stockholm 2021,0.0309
sticker | virtus.pro (holo) | katowice 2015,269.6952
sticker | virtus.pro | katowice 2015,10.9077
sticker | vitality (foil) | berlin 2019,1.9467
sticker | vitality (foil) | katowice 2019,4.7277
sticker | vitality (foil) | stockholm 2021,0.2369
sticker | vitality (gold) | stockholm 2021,4.3569
sticker | vitality (holo) | berlin 2019,0.2781
sticker | vitality (holo) | katowice 2019,0.7931
sticker | vitality (holo) | stockholm 2021,0.5665
sticker | vitality | berlin 2019,0.1339
sticker | vitality | katowice 2019,0.6798
sticker | vitality | stockholm 2021,0.0206
sticker | vortigaunt (holo),1.03
sticker | vortigaunt the painter,0.0206
sticker | vox eminor  | katowice 2015,53.6939
sticker | vox eminor (holo) | cologne 2014,72.4399
sticker | vox eminor | cologne 2014,9.9807
sticker | wanna fight,1.133
sticker | war,0.1236
sticker | war penguin,0.6798
sticker | warowl,1.1124
sticker | water gun,1.6686
sticker | watermelon buttery (holo),0.2678
sticker | watermelon flow (holo),0.5974
sticker | watermelon stabbyfish,0.0206
sticker | watermelon strafe (holo),0.5768
sticker | watermelon tentaskull,0.0412
sticker | watermelon tier6 (holo),0.9064
sticker | web stuck,0.0721
sticker | web stuck (holo),0.2266
sticker | welcome to the clutch,1.5759
sticker | white bombster,0.0206
sticker | windy walking club,1.0197
sticker | wingsuit (holo),0.3502
sticker | winstrike team (foil) | katowice 2019,1.7922
sticker | winstrike team (holo) | katowice 2019,0.6077
sticker | winstrike team (holo) | london 2018,0.9579
sticker | winstrike team | katowice 2019,0.4429
sticker | winstrike team | london 2018,0.3296
sticker | witch,0.9785
sticker | witchcraft,0.9579
sticker | work for ammo,0.9682
sticker | worldedit (foil) | katowice 2019,3.3372
sticker | worldedit (foil) | krakow 2017,9.6511
sticker | worldedit | boston 2018,0.6695
sticker | worldedit | katowice 2019,0.2987
sticker | worldedit | krakow 2017,1.7304
sticker | xantares (foil) | katowice 2019,2.2351
sticker | xantares | boston 2018,3.4917
sticker | xantares | katowice 2019,0.4635
sticker | xantares | london 2018,0.9373
sticker | xizt (foil) | katowice 2019,0.515
sticker | xizt (foil) | london 2018,0.4017
sticker | xizt | cluj-napoca 2015,0.7107
sticker | xizt | cologne 2015,0.5356
sticker | xizt | cologne 2016,0.7725
sticker | xizt | katowice 2019,0.1133
sticker | xizt | mlg columbus 2016,0.5253
sticker | xyp9x (foil) | berlin 2019,0.2472
sticker | xyp9x (foil) | katowice 2019,1.1639
sticker | xyp9x (foil) | krakow 2017,4.9131
sticker | xyp9x | berlin 2019,0.0412
sticker | xyp9x | boston 2018,1.0712
sticker | xyp9x | cluj-napoca 2015,1.0918
sticker | xyp9x | cologne 2015,1.2978
sticker | xyp9x | katowice 2019,0.1236
sticker | xyp9x | krakow 2017,0.824
sticker | xyp9x | london 2018,0.412
sticker | yekindar (gold) | stockholm 2021,12.1643
sticker | yekindar | stockholm 2021,0.0206
sticker | yellow bombster,0.0206
sticker | yellow cyclawps,0.0206
sticker | yellow jaggyfish,0.0206
sticker | yellow lethal,0.0206
sticker | zeus (foil) | berlin 2019,0.1854
sticker | zeus (foil) | boston 2018,1.7098
sticker | zeus (foil) | katowice 2019,0.5047
sticker | zeus (foil) | krakow 2017,2.4823
sticker | zeus (foil) | london 2018,0.5459
sticker | zeus (foil) | mlg columbus 2016,5.8916
sticker | zeus (gold) | berlin 2019,9.1155
sticker | zeus | berlin 2019,0.0412
sticker | zeus | boston 2018,0.4944
sticker | zeus | cologne 2015,1.6068
sticker | zeus | katowice 2019,0.1236
sticker | zeus | krakow 2017,0.5562
sticker | zeus | london 2018,0.1545
sticker | zeus | mlg columbus 2016,0.7107
sticker | zombie hop,0.2266
sticker | zombie lover,0.9579
sticker | zywoo (foil) | berlin 2019,1.854
sticker | zywoo (foil) | katowice 2019,10.2691
sticker | zywoo (gold) | berlin 2019,81.8026
sticker | zywoo (gold) | stockholm 2021,77.0234
sticker | zywoo | berlin 2019,0.1648
sticker | zywoo | katowice 2019,0.7313
sticker | zywoo | stockholm 2021,0.0618
sticker | abe | mlg columbus 2016,0.6489
sticker | ablej | berlin 2019,0.0206
sticker | ablej | katowice 2019,0.103
sticker | advent (foil) | katowice 2019,1.3287
sticker | advent | katowice 2019,0.0927
sticker | aizy (foil) | berlin 2019,0.1545
sticker | aizy (foil) | boston 2018,2.3896
sticker | aizy (foil) | krakow 2017,9.0743
sticker | aizy | berlin 2019,0.0206
sticker | aizy | krakow 2017,0.7622
sticker | aizy | london 2018,0.1648
sticker | allu (foil) | berlin 2019,0.1133
sticker | allu (foil) | krakow 2017,2.9458
sticker | allu | berlin 2019,0.0206
sticker | allu | cluj-napoca 2015,0.6695
sticker | allu | katowice 2019,0.1339
sticker | allu | krakow 2017,0.6283
sticker | almazer (foil) | berlin 2019,0.2781
sticker | almazer | berlin 2019,0.0206
sticker | apex (foil) | berlin 2019,0.1236
sticker | apex (foil) | cologne 2015,4.6762
sticker | apex (foil) | krakow 2017,13.0192
sticker | apex (gold) | stockholm 2021,8.137
sticker | apex | berlin 2019,0.0206
sticker | apex | boston 2018,0.4841
sticker | apex | cluj-napoca 2015,0.8137
sticker | apex | cologne 2015,0.9064
sticker | apex | katowice 2019,0.1854
sticker | apex | krakow 2017,0.7828
sticker | apex | mlg columbus 2016,0.9064
sticker | apex | stockholm 2021,0.0206
sticker | art (foil) | berlin 2019,2.678
sticker | art (foil) | katowice 2019,5.3869
sticker | art (gold) | stockholm 2021,34.3402
sticker | art | berlin 2019,0.412
sticker | art | katowice 2019,1.1433
sticker | art | stockholm 2021,0.0618
sticker | auman (foil) | katowice 2019,1.1227
sticker | auman | katowice 2019,0.103
sticker | autimatic (foil) | katowice 2019,1.9364
sticker | autimatic (foil) | london 2018,1.3287
sticker | autimatic | boston 2018,1.2257
sticker | autimatic | katowice 2019,0.2884
sticker | autimatic | krakow 2017,0.9991
sticker | autimatic | london 2018,0.2781
sticker | b1t (gold) | stockholm 2021,9.5378
sticker | b1t | stockholm 2021,0.0206
sticker | balblna | london 2018,0.0927
sticker | bodyy (foil) | katowice 2019,0.6695
sticker | bodyy (foil) | krakow 2017,8.7653
sticker | bodyy (foil) | london 2018,0.3605
sticker | bodyy | boston 2018,0.3193
sticker | bodyy | cologne 2016,1.5656
sticker | bodyy | katowice 2019,0.1133
sticker | bodyy | krakow 2017,0.412
sticker | bodyy | london 2018,0.1339
sticker | boltz | cluj-napoca 2015,3.0385
sticker | boltz | krakow 2017,0.7107
sticker | bondik (foil) | london 2018,9.8674
sticker | bondik | boston 2018,2.9767
sticker | bondik | london 2018,3.7595
sticker | buster (foil) | berlin 2019,0.1545
sticker | buster (foil) | katowice 2019,0.6283
sticker | buster (gold) | berlin 2019,3.9861
sticker | buster (gold) | stockholm 2021,2.5853
sticker | buster (holo) | stockholm 2021,0.0618
sticker | buster | berlin 2019,0.0206
sticker | buster | katowice 2019,0.1751
sticker | buster | stockholm 2021,0.0206
sticker | byali (foil) | krakow 2017,6.9937
sticker | byali | atlanta 2017,1.1227
sticker | byali | boston 2018,0.412
sticker | byali | cluj-napoca 2015,0.9064
sticker | byali | cologne 2015,1.0094
sticker | byali | krakow 2017,0.7313
sticker | byali | london 2018,0.4429
sticker | cadian (foil) | london 2018,3.3887
sticker | cadian (gold) | stockholm 2021,8.8786
sticker | cadian | london 2018,0.3811
sticker | cadian | stockholm 2021,0.0206
sticker | cajunb (foil) | krakow 2017,8.6726
sticker | cajunb (foil) | london 2018,0.6592
sticker | cajunb | atlanta 2017,1.1845
sticker | cajunb | boston 2018,0.5253
sticker | cajunb | cluj-napoca 2015,0.7931
sticker | cajunb | cologne 2015,0.6592
sticker | cajunb | krakow 2017,0.7725
sticker | cajunb | london 2018,0.1339
sticker | cajunb | mlg columbus 2016,0.7416
sticker | captainmo | london 2018,1.9673
sticker | chelo (foil) | berlin 2019,0.2266
sticker | chelo | berlin 2019,0.0206
sticker | chopper (foil) | boston 2018,2.7604
sticker | chopper (foil) | krakow 2017,10.1352
sticker | chopper (foil) | london 2018,0.9682
sticker | chopper | boston 2018,0.4223
sticker | chopper | katowice 2019,0.2987
sticker | chopper | krakow 2017,1.133
sticker | chopper | london 2018,0.2369
sticker | chrisj (foil) | berlin 2019,0.2163
sticker | chrisj (foil) | boston 2018,1.6686
sticker | chrisj (foil) | krakow 2017,6.7465
sticker | chrisj | berlin 2019,0.0515
sticker | chrisj | boston 2018,0.4326
sticker | chrisj | krakow 2017,0.7828
sticker | chrisj | london 2018,0.1236
sticker | coldzera (foil) | berlin 2019,0.3193
sticker | coldzera (foil) | boston 2018,5.7268
sticker | coldzera (foil) | katowice 2019,1.1227
sticker | coldzera (foil) | krakow 2017,12.3394
sticker | coldzera (gold) | berlin 2019,10.2382
sticker | coldzera | berlin 2019,0.0618
sticker | coldzera | boston 2018,1.0403
sticker | coldzera | cologne 2016,2.7398
sticker | coldzera | katowice 2019,0.1751
sticker | coldzera | krakow 2017,0.6592
sticker | coldzera | london 2018,0.4326
sticker | coldzera | mlg columbus 2016,2.1115
sticker | complexity gaming (foil) | berlin 2019,2.9252
sticker | complexity gaming (foil) | katowice 2019,5.4796
sticker | complexity gaming (foil) | london 2018,6.592
sticker | complexity gaming (holo) | berlin 2019,0.4841
sticker | complexity gaming (holo) | katowice 2019,1.1021
sticker | complexity gaming (holo) | london 2018,2.0909
sticker | complexity gaming | berlin 2019,0.6592
sticker | complexity gaming | katowice 2019,1.7922
sticker | complexity gaming | london 2018,0.8549
sticker | crush (foil) | katowice 2019,1.9364
sticker | crush | katowice 2019,0.3502
sticker | crush | london 2018,0.3811
sticker | dat team (holo) | cologne 2014,77.559
sticker | dat team | cologne 2014,3.3784
sticker | daps | katowice 2019,0.103
sticker | denis (foil) | boston 2018,3.3269
sticker | denis (foil) | krakow 2017,6.5405
sticker | denis | boston 2018,0.8137
sticker | denis | cluj-napoca 2015,1.1124
sticker | denis | krakow 2017,1.2257
sticker | dennis (foil) | katowice 2019,0.5974
sticker | dennis (foil) | krakow 2017,7.4881
sticker | dennis | atlanta 2017,0.9991
sticker | dennis | cologne 2015,0.721
sticker | dennis | cologne 2016,0.8652
sticker | dennis | katowice 2019,0.103
sticker | dennis | krakow 2017,0.5871
sticker | dennis | london 2018,0.2369
sticker | dennis | mlg columbus 2016,0.4017
sticker | dephh (foil) | berlin 2019,0.0824
sticker | dephh (foil) | katowice 2019,0.4944
sticker | dephh (foil) | london 2018,0.4635
sticker | dephh (gold) | berlin 2019,4.4187
sticker | dephh | berlin 2019,0.0206
sticker | dephh | katowice 2019,0.0824
sticker | device (foil) | berlin 2019,0.927
sticker | device (foil) | boston 2018,17.7057
sticker | device (foil) | katowice 2019,3.5535
sticker | device (foil) | krakow 2017,11.2888
sticker | device (foil) | mlg columbus 2016,27.6555
sticker | device (gold) | stockholm 2021,35.4732
sticker | device | atlanta 2017,6.7362
sticker | device | berlin 2019,0.1339
sticker | device | boston 2018,3.3269
sticker | device | cluj-napoca 2015,1.8849
sticker | device | cologne 2015,4.9028
sticker | device | katowice 2019,0.4532
sticker | device | krakow 2017,1.9673
sticker | device | london 2018,1.5038
sticker | device | mlg columbus 2016,3.8728
sticker | device | stockholm 2021,0.0309
sticker | devoduvek | boston 2018,0.3502
sticker | dexter (foil) | berlin 2019,0.1442
sticker | dexter (foil) | katowice 2019,0.515
sticker | dexter (gold) | berlin 2019,8.2194
sticker | dexter | berlin 2019,0.0412
sticker | dexter | katowice 2019,0.0927
sticker | draken (foil) | london 2018,1.3905
sticker | draken | london 2018,0.3399
sticker | drop (gold) | stockholm 2021,3.3475
sticker | drop (holo) | stockholm 2021,0.1339
sticker | drop | stockholm 2021,0.0206
sticker | dupreeh (foil) | berlin 2019,0.1957
sticker | dupreeh (foil) | boston 2018,5.4693
sticker | dupreeh (foil) | katowice 2019,1.0403
sticker | dupreeh (foil) | krakow 2017,5.3148
sticker | dupreeh | berlin 2019,0.0309
sticker | dupreeh | boston 2018,1.1124
sticker | dupreeh | cologne 2015,1.5862
sticker | dupreeh | katowice 2019,0.1339
sticker | dupreeh | krakow 2017,0.7313
sticker | dupreeh | london 2018,0.4326
sticker | dupreeh | mlg columbus 2016,1.1433
sticker | electronic (gold) | stockholm 2021,5.0882
sticker | electronic (holo) | stockholm 2021,0.0618
sticker | electronic | stockholm 2021,0.0206
sticker | electronic (foil) | berlin 2019,0.4532
sticker | electronic (foil) | katowice 2019,4.12
sticker | electronic (foil) | krakow 2017,28.2632
sticker | electronic (foil) | london 2018,1.9467
sticker | electronic | atlanta 2017,7.5396
sticker | electronic | berlin 2019,0.0618
sticker | electronic | boston 2018,1.5862
sticker | electronic | katowice 2019,0.2266
sticker | electronic | krakow 2017,2.6574
sticker | electronic | london 2018,0.3811
sticker | erkast (foil) | katowice 2019,0.6077
sticker | erkast | berlin 2019,0.0412
sticker | f0rest (foil) | berlin 2019,0.3296
sticker | f0rest (foil) | katowice 2019,1.4832
sticker | f0rest (gold) | berlin 2019,19.4155
sticker | f0rest | berlin 2019,0.0206
sticker | f0rest | cluj-napoca 2015,1.4214
sticker | f0rest | cologne 2015,1.236
sticker | f0rest | katowice 2019,0.1545
sticker | f0rest | london 2018,0.2884
sticker | f0rest | mlg columbus 2016,0.6901
